customer_id,segment,rfm_score,r_score,f_score,m_score,recency,frequency,monetary,first_purchase_date,last_purchase_date,cohort_month,total_revenue,total_orders,p_alive,exp_transactions_12m,exp_spend,clv_12m,clv_decile,cal_frequency
14286,Champions,445,4,4,5,24,7,1211.3942857142863,2009-12-04,2011-11-16,2009-12-01,8479.760000000004,7,0.9526644500194643,1.9342083199457272,1270.2200035346123,2456.870098998138,9,3
14287,Promising,531,5,3,1,9,3,58.876666666666665,2011-05-25,2011-12-01,2011-05-01,176.63,3,1,2.195114549110203,394.83084000558097,866.6989213336535,7,0
14288,Hibernating,214,2,1,4,214,1,426.6,2011-05-10,2011-05-10,2011-05-01,426.6,1,1,1.9278267308434651,394.83084000558097,761.1654475241384,7,0
14289,Promising,541,5,4,1,9,6,151.87666666666664,2011-02-23,2011-12-01,2011-02-01,911.2599999999999,6,0.9614274401807184,6.16500278244093,221.48483364204765,1365.4546156716904,8,3
14290,Champions,545,5,4,5,12,8,564.57,2009-12-08,2011-11-28,2009-12-01,4516.56,8,0.8921166629100967,1.8223987399976203,678.4355086728306,1236.380016175011,8,3
14291,Champions,554,5,5,4,2,23,343.6565217391302,2009-12-09,2011-12-08,2009-12-01,7904.099999999995,23,0.9831742646780164,5.273092151488574,589.8776459578579,3110.479185238936,10,9
14292,Champions,555,5,5,5,8,16,576.6406249999995,2010-03-19,2011-12-02,2010-03-01,9226.249999999993,16,0.9669293700652115,4.232513674398199,742.1157283162371,3141.014968084452,10,6
14293,Champions,554,5,5,4,4,9,363.10333333333324,2009-12-10,2011-12-06,2009-12-01,3267.929999999999,9,0.9125980205945985,2.8819157675895806,447.4964495746975,1289.6470739696765,8,5
14294,Hibernating,214,2,1,4,408,1,375.3399999999999,2010-10-28,2010-10-28,2010-10-01,375.3399999999999,1,1,0.7541190038510737,394.83084000558097,297.74943975469137,3,0
14295,Champions,445,4,4,5,41,5,472.582,2009-12-08,2011-10-30,2009-12-01,2362.91,5,0.8019888292851309,1.638287337010178,519.8846939885088,851.7205108667855,7,3
14296,At Risk,122,1,2,2,422,2,228.2,2010-05-14,2010-10-14,2010-05-01,456.4,2,0.8515501078350131,1.0489961612479013,296.9695410221765,311.5199085398143,3,1
14297,Loyal Customers,534,5,3,4,18,4,326.3324999999999,2011-03-10,2011-11-22,2011-03-01,1305.3299999999997,4,1,1.2921784698706196,394.83084000558097,510.191910696143,5,0
14298,Champions,555,5,5,5,9,82,1112.1279268292776,2009-12-11,2011-12-01,2009-12-01,91194.49000000076,82,0.9946651454939445,19.66309077866293,1936.487413256169,38077.32779859421,10,35
14299,Champions,555,5,5,5,9,27,537.0181481481482,2009-12-02,2011-12-01,2009-12-01,14499.490000000002,27,0.3434858712965582,3.698370275452219,597.4948686292759,2209.757261873742,9,19
14300,New Customers,511,5,1,1,19,1,43.2,2011-11-21,2011-11-21,2011-11-01,43.2,1,NA,NA,NA,NA,NA,NA
14301,Loyal Customers,335,3,3,5,118,4,498.04500000000013,2010-02-11,2011-08-14,2010-02-01,1992.1800000000005,4,0.8481775835932942,1.4031202880060643,436.1588837431187,611.9833785740482,6,2
14302,At Risk,133,1,3,3,431,3,247.63333333333335,2009-12-02,2010-10-05,2009-12-01,742.9000000000001,3,0.8641383599116282,1.2748317642641942,285.9055671023709,364.48149852207047,4,2
14303,At Risk,221,2,2,1,408,2,138.97,2010-10-01,2010-10-28,2010-10-01,277.94,2,0.7090546965102821,1.2226047523612238,244.5652939572471,299.00669065475,3,1
14304,At Risk,235,2,3,5,223,3,575.0033333333333,2010-05-18,2011-05-01,2010-05-01,1725.01,3,0.9495315768026636,1.8793908675890698,528.1574054417424,992.6142044367484,7,2
14305,Loyal Customers,335,3,3,5,72,3,619.6533333333333,2011-07-27,2011-09-29,2011-07-01,1858.9599999999998,3,NA,NA,NA,NA,NA,NA
14306,Champions,445,4,4,5,52,6,525.2333333333332,2010-01-31,2011-10-19,2010-01-01,3151.3999999999996,6,0.8564263516719819,1.9076591239943985,289.25114842663896,551.7925924219359,6,3
14307,Loyal Customers,355,3,5,5,89,10,507.1030000000002,2009-12-07,2011-09-12,2009-12-01,5071.030000000002,10,0.9642789578223612,3.562685820502346,523.538515739589,1865.2032465122782,9,6
14308,At Risk,125,1,2,5,550,2,573.51,2010-06-08,2010-06-08,2010-06-01,1147.02,2,1,0.5226641672178486,394.83084000558097,206.3639321834406,2,0
14309,Champions,554,5,5,4,9,11,343.7100000000002,2010-06-07,2011-12-01,2010-06-01,3780.810000000002,11,0.9807394027550154,5.769115126241774,347.0810631791109,2002.3506116186854,9,7
14310,Hibernating,115,1,1,5,433,1,492.1,2010-10-03,2010-10-03,2010-10-01,492.1,1,1,0.6995244600925481,394.83084000558097,276.19383018279126,3,0
14311,At Risk,223,2,2,3,243,2,258.225,2010-05-21,2011-04-11,2010-05-01,516.45,2,0.9393404530928673,1.1738856226403498,314.6030445313607,369.30799081424607,4,1
14312,Loyal Customers,453,4,5,3,47,11,280.9354545454546,2010-07-23,2011-10-24,2010-07-01,3090.290000000001,11,0.9735375690559128,7.167967424941722,270.20192023392843,1936.7985623935006,9,8
14314,Promising,321,3,2,1,107,2,114.9,2010-10-05,2011-08-25,2010-10-01,229.8,2,1,0.7035983608303783,394.83084000558097,277.80233183320814,3,0
14315,Champions,444,4,4,4,45,8,399.7275000000002,2010-03-15,2011-10-26,2010-03-01,3197.8200000000015,8,0.9640694440914159,2.314105255265871,393.5277401120031,910.6646114860882,7,3
14316,Can't Lose Them,143,1,4,3,423,5,274.0680000000001,2010-03-19,2010-10-13,2010-03-01,1370.3400000000004,5,0.7391966629205944,1.787239069082054,352.50051910644663,630.0026996187465,6,3
14317,Promising,315,3,1,5,65,1,508.58,2011-10-06,2011-10-06,2011-10-01,508.58,1,NA,NA,NA,NA,NA,NA
14318,Lost,112,1,1,2,461,1,158.02000000000004,2010-09-05,2010-09-05,2010-09-01,158.02000000000004,1,1,0.6470865752246028,394.83084000558097,255.48973605226448,2,0
14319,Hibernating,115,1,1,5,425,1,494.8499999999999,2010-10-11,2010-10-11,2010-10-01,494.8499999999999,1,1,0.7161109456540851,394.83084000558097,282.74268620979336,3,0
14320,Can't Lose Them,243,2,4,3,207,5,269.3500000000001,2010-01-21,2011-05-17,2010-01-01,1346.7500000000005,5,0.9642902543256988,2.684202169772016,288.10050727697546,773.320006745276,7,4
14321,Loyal Customers,543,5,4,3,11,7,316.86571428571426,2010-08-23,2011-11-29,2010-08-01,2218.06,7,0.9662357259754359,3.2714757570074333,341.1372651029329,1116.0222925960627,8,3
14322,At Risk,131,1,3,1,430,4,118.525,2010-02-18,2010-10-06,2010-02-01,474.1,4,0.7561181349091297,1.7365773619857015,170.96392787455372,296.8920868631062,3,3
14323,Potential Loyalists,323,3,2,3,115,2,302.5300000000001,2011-04-15,2011-08-17,2011-04-01,605.0600000000002,2,1,1.6036966659793797,394.83084000558097,633.1889017427881,6,0
14324,At Risk,224,2,2,4,410,2,350.805,2010-01-15,2010-10-26,2010-01-01,701.61,2,0.89653055870463,0.8889867688312635,368.9747266256245,328.0136500033127,4,1
14325,Hibernating,113,1,1,3,570,1,245.47999999999993,2010-05-19,2010-05-19,2010-05-01,245.47999999999993,1,1,0.5010291034956627,394.83084000558097,197.82174180043566,2,0
14326,At Risk,233,2,3,3,243,3,313.66,2010-06-25,2011-04-11,2010-06-01,940.9800000000001,3,0.940171048206156,2.017934077099008,334.76490479189926,675.5335091963785,6,2
14327,Loyal Customers,343,3,4,3,164,6,315.82166666666654,2010-01-08,2011-06-29,2010-01-01,1894.9299999999994,6,0.9778873346926759,3.2321115272016367,325.55766003881473,1052.2386657802447,8,5
14328,Hibernating,115,1,1,5,439,1,445.05,2010-09-27,2010-09-27,2010-09-01,445.05,1,1,0.6875819760093447,394.83084000558097,271.4785691604668,3,0
14329,Champions,555,5,5,5,18,15,661.8146666666661,2009-12-16,2011-11-22,2009-12-01,9927.219999999992,15,0.9862156717856209,5.897106908985523,705.2803156458527,4159.113422166649,10,10
14330,Lost,112,1,1,2,624,1,200.63,2010-03-26,2010-03-26,2010-03-01,200.63,1,1,0.4506763328393497,394.83084000558097,177.94091506559525,1,0
14331,Potential Loyalists,322,3,2,2,125,2,231.32999999999998,2011-07-27,2011-08-07,2011-07-01,462.65999999999997,2,NA,NA,NA,NA,NA,NA
14332,Champions,444,4,4,4,23,5,388.7020000000001,2010-10-19,2011-11-17,2010-10-01,1943.5100000000004,5,0.7541240977606164,1.3708945329961002,479.26561060588233,657.0226054326419,6,1
14333,Promising,314,3,1,4,68,1,415.2,2011-10-03,2011-10-03,2011-10-01,415.2,1,NA,NA,NA,NA,NA,NA
14334,Champions,554,5,5,4,17,12,359.87333333333345,2010-05-20,2011-11-23,2010-05-01,4318.480000000001,12,0.9658677626027327,6.181629734454466,383.6999646933861,2371.8911108577645,9,8
14336,Loyal Customers,534,5,3,4,17,4,403.7275000000002,2011-03-08,2011-11-23,2011-03-01,1614.9100000000008,4,0.9369375377583775,4.691376746239319,377.5390250904711,1771.177803107299,9,2
14338,Loyal Customers,333,3,3,3,162,3,309.3666666666666,2010-06-21,2011-07-01,2010-06-01,928.0999999999998,3,0.9486519675610072,1.2667133888998747,433.060252118453,548.5632195587997,5,1
14339,At Risk,223,2,2,3,243,2,310.13499999999993,2010-10-07,2011-04-11,2010-10-01,620.2699999999999,2,0.9302171790237116,1.631950446239636,345.08947807546554,563.168927737859,6,1
14340,Lost,211,2,1,1,219,1,134.7,2011-05-05,2011-05-05,2011-05-01,134.7,1,1,1.8527951591091423,394.83084000558097,731.5406690293366,7,0
14341,Loyal Customers,453,4,5,3,46,18,248.18444444444458,2009-12-01,2011-10-25,2009-12-01,4467.320000000002,18,0.9671993800737972,4.596947829374196,337.0928493260882,1549.598242007124,9,8
14342,Promising,441,4,4,1,22,6,153.07333333333335,2010-08-24,2011-11-18,2010-08-01,918.44,6,0.9493663222398767,2.3513337847744458,240.66233346437977,565.8774753974499,6,2
14343,At Risk,133,1,3,3,422,4,272.2275000000001,2010-01-18,2010-10-14,2010-01-01,1088.9100000000003,4,0.8005242906459755,1.7451493128105342,295.495874289889,515.6844219553478,5,3
14344,Potential Loyalists,352,3,5,2,128,20,166.68499999999986,2010-03-23,2011-08-04,2010-03-01,3333.699999999997,20,0.9613288926621006,11.177523246842439,180.5066842278486,2017.6176591672252,9,17
14345,New Customers,411,4,1,1,39,1,108.97999999999999,2011-11-01,2011-11-01,2011-11-01,108.97999999999999,1,NA,NA,NA,NA,NA,NA
14346,Loyal Customers,345,3,4,5,121,5,463.1499999999998,2010-07-30,2011-08-11,2010-07-01,2315.749999999999,5,0.9001736625996732,2.095070767651991,486.61907513622646,1019.5013992997559,8,2
14347,Lost,111,1,1,1,737,1,82.60000000000001,2009-12-03,2009-12-03,2009-12-01,82.60000000000001,1,1,0.3724018390231489,394.83084000558097,147.03573092113302,1,0
14348,Hibernating,214,2,1,4,261,1,409.57,2011-03-24,2011-03-24,2011-03-01,409.57,1,1,1.3976283731385846,394.83084000558097,551.826784581941,6,0
14349,New Customers,511,5,1,1,11,1,133.50000000000006,2011-11-29,2011-11-29,2011-11-01,133.50000000000006,1,NA,NA,NA,NA,NA,NA
14350,At Risk,234,2,3,4,275,3,324.01,2010-10-05,2011-03-10,2010-10-01,972.03,3,0.9006124135119769,2.500345200519712,342.4238427728153,856.1778118205253,7,2
14351,Promising,311,3,1,1,165,1,51,2011-06-28,2011-06-28,2011-06-01,51,1,1,3.2129149627256837,394.83084000558097,1268.5579135994815,8,0
14352,Loyal Customers,333,3,3,3,158,4,269.74,2011-03-11,2011-07-05,2011-03-01,1078.96,4,0.8980595541356937,2.878453284861345,411.17473976975197,1183.5472803422513,8,1
14353,At Risk,231,2,3,1,216,3,125.5,2010-10-04,2011-05-08,2010-10-01,376.5,3,0.9445798450877134,2.614876536363377,195.52763228086854,511.28061786192956,5,2
14354,New Customers,521,5,2,1,6,2,81.81,2011-11-09,2011-12-04,2011-11-01,163.62,2,NA,NA,NA,NA,NA,NA
14355,At Risk,234,2,3,4,366,3,338.15000000000015,2010-03-22,2010-12-09,2010-03-01,1014.4500000000005,3,0.8817632074580994,1.5629039596863372,352.88735804336153,551.5290492092199,6,2
14356,Potential Loyalists,324,3,2,4,80,2,350.615,2011-09-19,2011-09-21,2011-09-01,701.23,2,NA,NA,NA,NA,NA,NA
14357,New Customers,412,4,1,2,44,1,225.77000000000012,2011-10-27,2011-10-27,2011-10-01,225.77000000000012,1,NA,NA,NA,NA,NA,NA
14358,At Risk,222,2,2,2,390,2,200.02999999999994,2010-10-07,2010-11-15,2010-10-01,400.0599999999999,2,0.7548055504534273,1.3242125416125277,280.42546795460885,371.342921653055,4,1
14359,Loyal Customers,433,4,3,3,20,3,304.06000000000006,2011-09-13,2011-11-20,2011-09-01,912.1800000000002,3,NA,NA,NA,NA,NA,NA
14360,Loyal Customers,435,4,3,5,32,4,532.0575,2011-09-06,2011-11-08,2011-09-01,2128.23,4,NA,NA,NA,NA,NA,NA
14361,Lost,112,1,1,2,579,1,214.71000000000004,2010-05-10,2010-05-10,2010-05-01,214.71000000000004,1,1,0.4918682206495079,394.83084000558097,194.20474273109565,2,0
14362,New Customers,412,4,1,2,23,1,161.20000000000002,2011-11-17,2011-11-17,2011-11-01,161.20000000000002,1,NA,NA,NA,NA,NA,NA
14363,At Risk,221,2,2,1,403,2,113.735,2010-09-14,2010-11-02,2010-09-01,227.47,2,0.7622613399348235,1.2534321733532117,229.74492889299188,287.96968553922187,3,1
14364,Loyal Customers,345,3,4,5,109,8,464.6687499999999,2011-05-12,2011-08-23,2011-05-01,3717.349999999999,8,0.9727506012094437,12.828547775295633,536.6798102091813,6884.822585305074,10,4
14365,At Risk,224,2,2,4,395,2,317.3400000000001,2010-01-27,2010-11-10,2010-01-01,634.6800000000002,2,0.9009116836261977,0.911246497812854,349.3209316236312,318.31747555475744,4,1
14366,Lost,111,1,1,1,526,1,136,2010-07-02,2010-07-02,2010-07-01,136,1,1,0.5512342799413021,394.83084000558097,217.64429378909588,2,0
14367,Champions,555,5,5,5,9,16,578.8450000000004,2011-03-08,2011-12-01,2011-03-01,9261.520000000006,16,0.9546363364394234,8.288828547622677,764.2108892564928,6334.413035273329,10,4
14368,Lost,211,2,1,1,320,1,155.00000000000003,2011-01-24,2011-01-24,2011-01-01,155.00000000000003,1,1,1.0404524653474896,394.83084000558097,410.80272087902694,4,0
14369,At Risk,123,1,2,3,643,2,234.5649999999999,2010-02-16,2010-03-07,2010-02-01,469.1299999999998,2,0.47052213724366343,0.492379198180331,300.70766757791193,148.0622002486898,1,1
14370,Can't Lose Them,142,1,4,2,451,6,195.96333333333334,2010-02-01,2010-09-15,2010-02-01,1175.78,6,0.6104736224061111,1.7306275631090744,259.0160909058417,448.2603862104153,5,4
14371,Lost,211,2,1,1,296,1,100.5,2011-02-17,2011-02-17,2011-02-01,100.5,1,1,1.1609868707855278,394.83084000558097,458.3934214277008,5,0
14372,At Risk,124,1,2,4,444,2,430.0400000000002,2010-04-19,2010-09-22,2010-04-01,860.0800000000004,2,0.8434949179781733,0.9887171867844313,415.5089697746738,410.8208596793128,4,1
14373,Lost,211,2,1,1,359,1,76.55,2010-12-16,2010-12-16,2010-12-01,76.55,1,1,0.8904719208659306,394.83084000558097,351.58577651687864,4,0
14374,Lost,111,1,1,1,542,1,108,2010-06-16,2010-06-16,2010-06-01,108,1,1,0.5318518755810498,394.83084000558097,209.99152279420966,2,0
14375,Loyal Customers,334,3,3,4,186,3,377.66333333333347,2010-06-16,2011-06-07,2010-06-01,1132.9900000000005,3,0.9590803358658476,2.018164809572054,382.1269879389426,771.1952398461386,7,2
14376,Lost,112,1,1,2,684,1,215.46,2010-01-25,2010-01-25,2010-01-01,215.46,1,1,0.4054228448826833,394.83084000558097,160.07344240248221,1,0
14377,Potential Loyalists,323,3,2,3,192,2,308.525,2011-03-22,2011-06-01,2011-03-01,617.05,2,0.9387267702669385,3.197666610241866,344.14393467330785,1100.4575690220945,8,1
14378,Lost,111,1,1,1,622,1,131.24999999999997,2010-03-28,2010-03-28,2010-03-01,131.24999999999997,1,1,0.4523597559625624,394.83084000558097,178.60558243141813,1,0
14379,Loyal Customers,434,4,3,4,45,4,317.22749999999996,2010-08-16,2011-10-26,2010-08-01,1268.9099999999999,4,0.8965698277509945,2.1758859943671767,357.16452340854937,777.1492841694902,7,2
14380,Lost,111,1,1,1,683,1,48.96,2010-01-26,2010-01-26,2010-01-01,48.96,1,1,0.40610235572078823,394.83084000558097,160.34173423748408,1,0
14381,New Customers,423,4,2,3,53,2,315.66999999999973,2010-09-14,2011-10-18,2010-09-01,631.3399999999995,2,1,0.6630600964141404,394.83084000558097,261.7965748413766,2,0
14382,New Customers,425,4,2,5,27,2,623.4000000000011,2010-11-14,2011-11-13,2010-11-01,1246.8000000000022,2,1,0.7964072807281622,394.83084000558097,314.44615563646084,3,0
14383,Loyal Customers,434,4,3,4,39,3,415.8966666666666,2011-06-29,2011-11-01,2011-06-01,1247.6899999999998,3,1,3.257701391059588,394.83084000558097,1286.2409767194067,8,0
14384,Lost,111,1,1,1,501,1,58.5,2010-07-27,2010-07-27,2010-07-01,58.5,1,1,0.5845269345434373,394.83084000558097,230.7892605716726,2,0
14385,Promising,531,5,3,1,10,3,67.37,2011-11-16,2011-11-30,2011-11-01,202.11,3,NA,NA,NA,NA,NA,NA
14386,Lost,211,2,1,1,297,1,142.4,2011-02-16,2011-02-16,2011-02-01,142.4,1,1,1.1554055782610415,394.83084000558097,456.18975501194103,5,0
14387,Loyal Customers,435,4,3,5,33,3,590.1866666666671,2011-08-22,2011-11-07,2011-08-01,1770.5600000000013,3,NA,NA,NA,NA,NA,NA
14388,Champions,554,5,5,4,11,16,418.8125000000004,2010-01-20,2011-11-29,2010-01-01,6701.000000000006,16,0.9717489250787742,6.1431797788796985,421.85970603431883,2591.5600156341616,10,10
14389,Loyal Customers,344,3,4,4,66,5,379.60199999999986,2010-04-28,2011-10-05,2010-04-01,1898.0099999999993,5,0.9636928446717669,2.512881667102607,311.04793565156086,781.6266550889187,7,3
14390,Champions,555,5,5,5,11,13,492.2946153846155,2010-10-10,2011-11-29,2010-10-01,6399.830000000002,13,0.9469848318257489,5.6225350629911715,455.3435758576552,2560.1852209674466,9,5
14391,Lost,111,1,1,1,577,1,135.60000000000002,2010-05-12,2010-05-12,2010-05-01,135.60000000000002,1,1,0.49387484048295244,394.83084000558097,194.99701812550643,2,0
14392,Hibernating,113,1,1,3,433,1,266.4,2010-10-03,2010-10-03,2010-10-01,266.4,1,1,0.6995244600925481,394.83084000558097,276.19383018279126,3,0
14393,Lost,211,2,1,1,219,1,67.94999999999999,2011-05-05,2011-05-05,2011-05-01,67.94999999999999,1,1,1.8527951591091423,394.83084000558097,731.5406690293366,7,0
14394,Lost,111,1,1,1,565,1,93.8,2010-05-24,2010-05-24,2010-05-01,93.8,1,1,0.5062678126449891,394.83084000558097,199.89014573440915,2,0
14395,Champions,554,5,5,4,3,20,410.4004999999999,2010-04-18,2011-12-07,2010-04-01,8208.009999999998,20,0.9847043361470154,10.662329673219114,415.68071851416363,4432.124859598609,10,15
14396,Loyal Customers,343,3,4,3,66,7,303.1328571428577,2009-12-02,2011-10-05,2009-12-01,2121.930000000004,7,0.8597842471036204,2.2114866803367366,355.7276868066035,786.6870411998019,7,4
14397,Promising,551,5,5,1,3,19,137.52421052631584,2011-05-10,2011-12-07,2011-05-01,2612.960000000001,19,0.9607488136981067,9.844721912100319,151.70918766824317,1493.534764104493,9,3
14398,At Risk,224,2,2,4,402,2,353.8949999999999,2010-06-30,2010-11-03,2010-06-01,707.78999999999985,2,0.8454752417397688,1.151852619404643,370.7894652049211,427.0948167439351,5,1
14399,Can't Lose Them,243,2,4,3,395,8,264.1450000000001,2010-02-03,2010-11-10,2010-02-01,2113.1600000000008,8,0.5230342961425369,2.4364669523039666,276.0675544210817,672.6294729503423,6,7
14400,Loyal Customers,335,3,3,5,150,3,577.4899999999999,2010-03-18,2011-07-13,2010-03-01,1732.4699999999998,3,0.88312352057485,0.9747228393221162,502.9247509511775,490.2122412124999,5,1
14401,Loyal Customers,553,5,5,3,5,22,308.9045454545451,2009-12-14,2011-12-05,2009-12-01,6795.899999999991,22,0.9892081247716841,7.547465019686016,314.6106473922893,2374.512856014075,9,13
14402,Hibernating,113,1,1,3,653,1,285.6,2010-02-25,2010-02-25,2010-02-01,285.6,1,1,0.42760489971308463,394.83084000558097,168.8316017442194,1,0
14403,Loyal Customers,343,3,4,3,131,6,313.4183333333333,2010-03-10,2011-08-01,2010-03-01,1880.5099999999998,6,0.9569300594891855,2.2764189193078486,354.60099939194464,807.2204238212937,7,3
14404,Potential Loyalists,452,4,5,2,34,13,223.00846153846155,2009-12-20,2011-11-06,2009-12-01,2899.11,13,0.9838948723087291,5.367314920286618,257.06391197329964,1379.742970201537,8,9
14405,Lost,212,2,1,2,387,1,195,2010-11-18,2010-11-18,2010-11-01,195,1,1,0.8070591387745851,394.83084000558097,318.65183769655016,4,0
14406,Promising,311,3,1,1,120,1,156.75,2011-08-12,2011-08-12,2011-08-01,156.75,1,NA,NA,NA,NA,NA,NA
14407,Loyal Customers,344,3,4,4,108,6,359.6216666666666,2011-03-08,2011-08-24,2011-03-01,2157.7299999999996,6,0.9304539207204338,2.9350449677239094,457.38303472737437,1342.4397743988702,8,1
14408,Champions,554,5,5,4,11,11,373.6154545454545,2009-12-07,2011-11-29,2009-12-01,4109.7699999999995,11,0.9806023085150094,4.163260747177463,344.8386748134912,1435.6533189597017,8,7
14409,Loyal Customers,354,3,5,4,72,9,417.3433333333336,2010-05-21,2011-09-29,2010-05-01,3756.0900000000024,9,0.8552897316226371,2.966728132561638,460.9347834009048,1367.4681891916694,8,4
14410,Loyal Customers,353,3,5,3,93,11,241.01272727272737,2010-09-28,2011-09-08,2010-09-01,2651.1400000000012,11,0.9525439831507729,6.419744541562439,338.6985432357049,2174.3581241725665,9,6
14411,Hibernating,215,2,1,5,311,1,1063,2011-02-02,2011-02-02,2011-02-01,1063,1,1,1.082580863350692,394.83084000558097,427.43631165072077,5,0
14412,Loyal Customers,435,4,3,5,43,3,475.3966666666663,2010-10-11,2011-10-28,2010-10-01,1426.189999999999,3,1,0.7161109456540851,394.83084000558097,282.74268620979336,3,0
14413,At Risk,232,2,3,2,363,4,192.59250000000029,2010-01-19,2010-12-12,2010-01-01,770.3700000000011,4,0.8789350120612959,1.9192304668518558,230.97446733303914,443.29323477044744,5,3
14414,Loyal Customers,343,3,4,3,92,8,299.9162500000001,2010-11-30,2011-09-09,2010-11-01,2399.330000000001,8,0.7321970970266659,1.5242765693821345,491.70156187339194,749.4891698922112,7,1
14415,Champions,555,5,5,5,2,23,525.7217391304317,2009-12-16,2011-12-08,2009-12-01,12091.59999999993,23,0.984176848153692,8.630253383929457,552.0495688994287,4764.327660091092,10,15
14416,New Customers,423,4,2,3,23,2,245.11,2011-10-28,2011-11-17,2011-10-01,490.22,2,NA,NA,NA,NA,NA,NA
14417,Hibernating,215,2,1,5,388,1,604.1999999999996,2010-11-17,2010-11-17,2010-11-01,604.1999999999996,1,1,0.8043694309810896,394.83084000558097,317.5898581090748,4,0
14418,Loyal Customers,535,5,3,5,4,3,645.7500000000001,2011-08-23,2011-12-06,2011-08-01,1937.2500000000002,3,NA,NA,NA,NA,NA,NA
14419,Potential Loyalists,542,5,4,2,11,7,180.12999999999994,2010-11-22,2011-11-29,2010-11-01,1260.9099999999996,7,0.9076643650214842,2.9248064306633497,228.5584981431704,668.489365151902,6,2
14420,Loyal Customers,334,3,3,4,100,4,409.7924999999999,2010-01-17,2011-09-01,2010-01-01,1639.1699999999996,4,0.8766997432659192,1.3908659767206848,411.39621759483634,572.1970020042374,6,2
14421,Champions,444,4,4,4,58,6,411.56166666666655,2010-01-17,2011-10-13,2010-01-01,2469.3699999999994,6,0.9628846312041597,2.662772550135583,418.1850972918451,1113.5317979445033,8,4
14422,Champions,555,5,5,5,1,19,540.6063157894728,2009-12-17,2011-12-09,2009-12-01,10271.519999999982,19,0.9877682400982899,8.123329071486515,465.7743512123739,3783.638327956247,10,14
14423,At Risk,233,2,3,3,219,3,305.53666666666663,2010-01-14,2011-05-05,2010-01-01,916.6099999999999,3,0.9540683616414013,1.5062031257581792,328.75368680172454,495.169830665283,5,2
14424,New Customers,514,5,1,4,18,1,322.08,2011-11-22,2011-11-22,2011-11-01,322.08,1,NA,NA,NA,NA,NA,NA
14425,At Risk,132,1,3,2,435,3,220.46333333333328,2009-12-02,2010-10-01,2009-12-01,661.3899999999999,3,0.8607207754594955,1.269789926731279,265.79992990995646,337.51007352554274,4,2
14426,Champions,455,4,5,5,24,17,689.8788235294116,2010-03-04,2011-11-16,2010-03-01,11727.939999999999,17,0.9808375779195401,6.047626679569008,905.7288248884153,5477.509805849867,10,9
14427,Loyal Customers,433,4,3,3,51,4,315.87999999999994,2010-03-18,2011-10-20,2010-03-01,1263.5199999999998,4,0.8071981111922328,0.8909222962656411,427.2842152487502,380.677034207479,4,1
14428,Loyal Customers,543,5,4,3,8,5,248.96600000000007,2011-01-18,2011-12-02,2011-01-01,1244.8300000000004,5,0.9141201913916761,2.2920299173301175,260.0346189341634,596.0071261386391,6,1
14429,Hibernating,215,2,1,5,404,1,516.28,2010-11-01,2010-11-01,2010-11-01,516.28,1,1,0.7636583508076175,394.83084000558097,301.51586812664823,3,0
14430,At Risk,134,1,3,4,512,3,406.9666666666667,2010-04-11,2010-07-16,2010-04-01,1220.9,3,0.7560287767218902,0.8726614679827219,521.4626872798168,455.06039417982,5,1
14431,At Risk,235,2,3,5,303,4,653.5499999999997,2010-01-21,2011-02-10,2010-01-01,2614.199999999999,4,0.9241682272027212,2.0246479075484642,604.4487744506652,1223.7959464117728,8,3
14432,Champions,544,5,4,4,10,6,375.91833333333307,2011-09-11,2011-11-30,2011-09-01,2255.5099999999984,6,NA,NA,NA,NA,NA,NA
14433,Hibernating,113,1,1,3,466,1,289.59999999999997,2010-08-31,2010-08-31,2010-08-01,289.59999999999997,1,1,0.6385416064551355,394.83084000558097,252.11591885519425,2,0
14434,Potential Loyalists,442,4,4,2,22,6,228.79999999999998,2011-09-28,2011-11-18,2011-09-01,1372.8,6,NA,NA,NA,NA,NA,NA
14435,Lost,111,1,1,1,502,1,90.42,2010-07-26,2010-07-26,2010-07-01,90.42,1,1,0.5831179823566166,394.83084000558097,230.23296279622247,2,0
14436,Promising,321,3,2,1,99,2,135.85000000000002,2010-06-04,2011-09-02,2010-06-01,271.70000000000005,2,1,0.5181886076635248,394.83084000558097,204.59684324511193,2,0
14437,Can't Lose Them,242,2,4,2,366,5,191.76800000000006,2010-05-05,2010-12-09,2010-05-01,958.8400000000003,5,0.7569446353694603,2.542118055138987,222.11152702005026,564.6337230921607,6,4
14438,Lost,211,2,1,1,307,1,131.9,2011-02-06,2011-02-06,2011-02-01,131.9,1,1,1.1024275119740619,394.83084000558097,435.2723805979815,5,0
14440,Champions,555,5,5,5,9,13,510.6715384615384,2009-12-02,2011-12-01,2009-12-01,6638.729999999999,13,0.8516086230889897,4.053693637869605,590.2518814225218,2392.7002964630415,9,8
14441,Champions,554,5,5,4,1,11,419.24454545454523,2010-01-18,2011-12-09,2010-01-01,4611.689999999998,11,0.93850342965645694,4.257657420835235,405.8489049759546,1727.9656020087273,9,7
14443,Champions,445,4,4,5,54,5,477.29399999999987,2010-11-25,2011-10-17,2010-11-01,2386.4699999999993,5,0.7883686885002823,2.5661929925813176,491.0738390632908,1260.1902446442225,8,2
14444,Lost,111,1,1,1,457,1,132.04,2010-09-09,2010-09-09,2010-09-01,132.04,1,1,0.6540895537944756,394.83084000558097,258.2547279635485,2,0
